,tokenids,sentences,targets
672,88092,"""`` Yes , I will , too . I 'd do penance for being wicked that way . I 'll look at myself every time I come to my room and see how ugly I am . And I wo n't try to imagine it away , either . I never thought I was vain about my hair , of all things , but now I know I was , in spite of its being red , because it was so long and thick and curly . I expect something will happen to my nose next . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
673,124175,"""`` Gilbert Blythe , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
674,66606,"""`` Oh , but there are , Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
675,10643,"""`` What on earth does she mean ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
676,14633,"""`` I never in all my life saw or heard anything to equal her , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
677,66005,"""`` No , I ca n't say I 'm sorry , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
678,44753,"""`` Carrots ! Carrots ! '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
679,27478,"""`` Just imagine how you would feel if somebody told you to your face that you were skinny and ugly , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
680,103666,"""`` You ought n't to feel half as badly as I do , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
681,20055,"""`` Now , Anne , I noticed last night that you threw your clothes all about the floor when you took them off . That is a very untidy habit , and I ca n't allow it at all . As soon as you take off any article of clothing fold it neatly and place it on the chair . I have n't any use at all for little girls who are n't neat . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
682,27824,"""`` because I ca n't tell Mrs. Lynde I 'm sorry I said those things to her . How can I ? I 'm _ not _ sorry . I 'm sorry I 've vexed you ; but I 'm _ glad _ I told her just what I did . It was a great satisfaction . I ca n't say I 'm sorry when I 'm not , can I ? I ca n't even _ imagine _ I 'm sorry . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
683,46727,"""`` I 'd do almost anything in the world for you , Diana , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
684,10134,"""`` Will you please call me Cordelia ? '' "", ","14,Cordelia,2,Lady Cordelia,2,Lady Cordelia Fitzgerald,
"
685,13537,"""`` You talk entirely too much for a little girl . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
686,37425,"""`` Now , just for curiosity 's sake , see if you can hold your tongue for the same length of time . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
687,83616,"""`` but what would you do if you had been born without one ? I suppose you have your composition all done ? '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
688,47534,"""`` Then you really think I 'd better let her stay home , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
689,101062,"""`` I feel just like studying with might and main , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
690,22190,"""`` It sounds awfully disrespectful to just say Marilla , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
691,123512,"""`` You know we keep up the old custom . Excuse me while I run over and see what she wants . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
692,49923,"""`` Now , please help yourself , Diana , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
693,20516,"""`` People who have n't red hair do n't know what trouble is . Mrs. Thomas told me that God made my hair red _ on purpose _ , and I 've never cared about Him since . And anyhow I 'd always be too tired at night to bother saying prayers . People who have to look after twins ca n't be expected to say their prayers . Now , do you honestly think they can ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
694,95129,"""`` I 've enjoyed every minute of the time , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
695,53566,"""`` Fare thee well , my beloved friend . Henceforth we must be as strangers though living side by side . But my heart will ever be faithful to thee . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
696,88485,"""`` My head is better now . It was terrible bad this afternoon , though . These headaches of mine are getting worse and worse . I 'll have to see a doctor about them . As for your chatter , I do n't know that I mind it -- I 've got so used to it . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
697,31339,"""`` They 're -- they 're not -- pretty , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
698,99213,"""`` shroud her feelings in deepest oblivion , '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
699,81899,"""`` Was n't the boys ' dialogue fine ? '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
700,26614,"""`` No , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
701,29308,"""`` I 'm imagining out what I must say to Mrs. Lynde , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
702,18733,"""`` Humph ! You do n't look as if there was much to you . But you 're wiry . I do n't know but the wiry ones are the best after all . Well , if I take you you 'll have to be a good girl , you know -- good and smart and respectful . I 'll expect you to earn your keep , and no mistake about that . Yes , I suppose I might as well take her off your hands , Miss Cuthbert . The baby 's awful fractious , and I 'm clean worn out attending to him . If you like I can take her right home now . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
703,17210,"""`` She 's got too much to say , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
704,51369,"""`` I do hope you have n't gone and been saucy to Mrs. Lynde again . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
705,91112,"""`` All right ! '' "", ","62,Gilbert,51,Gilbert Blythe,2,Blythe,
"
706,86407,"""`` Mercy on us , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
707,69080,"""`` It 's very naughty of you to speak so about Mr. Bell , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
708,41490,"""`` Five minutes ago I was so miserable I was wishing I 'd never been born and now I would n't change places with an angel ! '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
709,34266,"""`` There was n't anything startling in that , was there , Marilla ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
710,111015,"""`` Thank you so much . I do n't believe you ought to be so kind to me -- it 's making it harder every day for me to go away . '' "", ","2,Emily,2,Emily Clay,
"
711,116829,"""`` Gilbert Blythe is going to teach , too . He has to . His father ca n't afford to send him to college next year , after all , so he means to earn his own way through . I expect he 'll get the school here if Miss Ames decides to leave . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
712,91130,"""`` I 'll never ask you to be friends again , Anne Shirley . And I do n't care either ! '' "", ","62,Gilbert,51,Gilbert Blythe,2,Blythe,
"
713,38213,"""`` I took it up and I pinned it on my breast just to see how it would look . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
714,87805,"""`` It 's no use , Anne . That is fast dye if ever there was any . Your hair must be cut off ; there is no other way . You ca n't go out with it looking like that . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
715,71664,"""`` Well , you 'd better go and give that cake to the pigs , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
716,113412,"""`` Queen 's is to get one of the Avery scholarships after all . The word came today . Frank Stockley told me -- his uncle is one of the board of governors , you know . It will be announced in the Academy tomorrow . '' "", ","40,Josie Pye,33,Josie,3,Pye,
"
717,40066,"""`` Yes , I suppose I am , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
718,112919,"""`` I 'm so glad you came up , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
719,70329,"""`` Mrs. Barry had _ her _ table decorated , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
720,69209,"""`` I suppose we must have Mr. and Mrs. Allan up to tea someday soon , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
721,38749,"""`` No , I 'll finish shelling them myself . Do as I bid you . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
722,100944,"""`` Keep that redheaded girl of yours in the open air all summer and do n't let her read books until she gets more spring into her step . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
723,27149,"""`` Anne , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
724,74649,"""`` Oh , Diana , please find your father and ask him to take me home . I know I can never walk there . And I 'm sure I could n't hop so far on one foot when Jane could n't even hop around the garden . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
725,52821,"""`` My last hope is gone , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
726,42870,"""`` I think I 'm going to like school here , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
727,123974,"""`` It was n't particularly good of me at all , Anne . I was pleased to be able to do you some small service . Are we going to be friends after this ? Have you really forgiven me my old fault ? '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
728,88657,"""`` Of course it would be romantic , '' "", ","71,Jane,21,Jane Andrews,
"
729,51619,"""`` Drunk fiddlesticks ! '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
730,77242,"""`` It 's just filling your heads up with nonsense and taking time that ought to be put on your lessons , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
731,11983,"""`` Well , now , no , I suppose not -- not exactly , '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
732,74641,"""`` My ankle , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
733,97477,"""`` Well , I guess I 'll light the lamp and get to work , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
734,46604,"""`` I am not coming back to school any more , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
735,20947,"""`` You 're old enough to pray for yourself , Anne , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
736,46992,"""`` Oh , no . '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
737,95315,"""`` I thought Marilla Cuthbert was an old fool when I heard she 'd adopted a girl out of an orphan asylum , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
738,47112,"""`` There 's no use reasoning with Anne now . She 's too worked up and I 've an idea she can be awful stubborn if she takes the notion . Far as I can make out from her story , Mr. Phillips has been carrying matters with a rather high hand . But it would never do to say so to her . I 'll just talk it over with Rachel . She 's sent ten children to school and she ought to know something about it . She 'll have heard the whole story , too , by this time . '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
739,92546,"""`` Oh , Diana , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
740,89575,"""`` Ruby , you should n't talk about Mrs. Lynde , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
741,49314,"""`` She is very well , thank you . I suppose Mr. Cuthbert is hauling potatoes to the _ lily sands _ this afternoon , is he ? '' "", ","403,Diana,11,Diana Barry,10,Barry,
"
742,28661,"""`` Well now , Anne , do n't you think you 'd better do it and have it over with ? '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
743,87492,"""`` Well , I hope you 'll repent to good purpose , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
744,22395,"""`` I do n't believe in imagining things different from what they really are , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
745,53954,"""`` You 'd better muse over your lessons and sums , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
746,91638,"""`` Will you ever have any sense , Anne ? '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
747,27594,"""`` Rachel is too outspoken . But that is no excuse for such behavior on your part . She was a stranger and an elderly person and my visitor -- all three very good reasons why you should have been respectful to her . You were rude and saucy and '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
748,1829,"""`` Good evening , Rachel , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
749,17606,"""`` I was afraid it might be Mrs. Spencer 's place , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
750,10270,"""`` Unromantic fiddlesticks ! '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
751,95606,"""`` Yes , and oh , it 's so good to be back , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
752,52237,"""`` Oh , Marilla , I know by your face that it 's been no use , '' "", ","822,Marilla,14,Marilla Cuthbert,12,Miss Cuthbert,4,Cuthbert,2,MARILLA,2,Miss Marilla Cuthbert,
"
753,6436,"""`` Oh , you can talk as much as you like . I do n't mind . '' "", ","334,Matthew,23,Matthew Cuthbert,1,MATTHEW,1,Cuthbert,1,MATTHEW Cuthbert,
"
754,100435,"""`` I must say Anne has turned out a real smart girl , '' "", ","130,Mrs. Lynde,58,Mrs. Rachel,17,Rachel,12,Mrs. Rachel Lynde,5,Rachel Lynde,3,Lynde,1,MRS. Rachel Lynde,
"
755,10301,"""`` Oh , I 'm not ashamed of it , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
756,66111,"""`` I 'll go over early in the morning , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
757,47252,"""`` About Anne 's fuss in school , I reckon , '' "", ","1142,Anne,44,Anne Shirley,1,Shirley,1,ANNE,
"
